1,この様なまともな報道してくれる番組が増えると良いですね。,308,ピエロピエロ,1

2,打たない = 悪という風潮をやめてほしい,659,kjlwn 23,9
2-1,@むろさん え、未だに洗脳されてるの？流石に2年も経てばTwitterとかヤフコメですら気付く人が増えてきてるけどこういう動画見てるのに未だに陰謀論者とか言ってるのヤバくない？もはや少しでもテレビと違う事言ってる奴がいたらそいつは陰謀論者だっていう思考ロックが掛かってんだろうね,0,immorality
2-2,打たないのは悪じゃないけど、陰謀論者とかいう頭おかしいのがいるからそいつらとまとめられて悪って見られてしまうんだよな,0,むろさん
2-3,@えっさほいさ田村 同じじゃねーだろ,7,ユタごんん
2-4,@えっさほいさ田村 それはなぜ？？,7,kjlwn 23
2-5,ワクに限らず、大多数と違う言動をすると日本では悪と見做されるんです。言動自体の良否はそっちのけです。なんだかなぁ。,36,ノストラダマス
2-6,@えもんどら 不備と言うか、副反応はありましたね。熱が３８度超え二日間と倦怠感４日程。あと、因果関係は不明ですが一回目の翌日から手のひらに水膨れのような湿疹出始め手全体に広がって一週間仕事休みました。現在はピーク程ではないですがまた出始めてます。４０歳にして人生初の症状で戸惑っております。,37,masaya yoneta
2-7,@masaya yoneta で、その後不備は何かありました？？,5,えもんどら
2-8,本当そう思う。自己責任で自由と言ってくるけど、会社ではワクチン接種完了のチェックシートが貼り出され、家では親からワクチン早く打てのプレッシャー。田舎住まいでコロナ流行ってないので打つ気なかったのですが、居心地悪さに負けて1回目接種。,70,masaya yoneta
3,絶対強制摂取は反対です。優遇して摂取を促すのは良いけどそれで仕事をクビになったり日常生活に支障をきたすぐらいまでの介入は反対です。,130,kokoro vivi,1

4,お友達が、ワクチン２回目接種後、原田さんのお父様と同じ症状になり、病院では、湿疹でワクチンは関係ないと言われたそうです。他にも、足の痛みの症状がでた方もいましたが、病院では肉離れの診断でワクチンは関係ない。と言われたそうです。他にも接種後、高熱で一週間寝込んだとか、腕が上がらなくなったとか副反応を周りから聞きます。副反応があることをしっかりと報道するべきだと思います。ワクチン接種後、病院に行ってもワクチンとの因果関係なしはおかしいと思いました。,140,Yuko ,4
4-1,@薔薇 した方が元気ですww,0,一匹の人間???
4-2,いとこの母親がうった後顔がはれあがり入院しました。そこの医師はあれが原因だと言ってくださったみたいで２回目はしていません。知り合いは今耳の中にヘルペスできています。してないほうが、皆元気です。,0,薔薇
4-3,ワクチンの副反応はあるって結構言ってない？,5,わ!わー
5,副反応のことは、前から知られていたのに、テレビ局が全然まったく放送しない為、高齢者やワクチンを打った人ががワクチンを打たない人を差別する傾向にあるとおもいます！！もっと副反応について取り上げてください！！リアルで新たな分断を生んでいます！！,256,はなの花菜の,3
5-1,勝手に打たなければいい。それで死んでも誰のせいにするなよ,0,一匹の人間???
5-2,@FRO PPE 打つな！っていうのも無責任だし打てよ！っていうのも可笑しい,12,猫好きの裏 Nekozukinoura
5-3,打つな！！と言われた！,8,FRO PPE
6,8月末1回目接種後10日過ぎて帯状疱疹になりました。帯状疱疹が出易い時期が８月らしいですが、最近帯状疱疹の患者さんが多いと看護師も言われました。調べたら他にも多数いらっしゃいましたので接種後の副反応の可能性も否定できません。治療費がかかっています。こちらの画像でも帯状疱疹らしきデキ物が足に見られます。,52,渡光弘,0
7,よくあることで片付けられても困るんですよ。放送でこういう内容の発信して欲しい,1468,ノア_ひよっこ,52
7-1,よくあることだから、対策うってると思うわな。これは失敗したな。金の使い所だろうに。,0,T S
7-2,@えもんどら ワクチン接種は個人の判断(両者に色々な事情があるの考えろ)だが、接種してもしなくても万が一何かがあった時にそう云う対応を国にされて貴様は不満足では無いってことね◎了解ー,3,えん
