1,奥さん亡くなってるのに感情的にならずお話ししてくださっているのすごいなと思う。,4901,イブチャンネル,121
1-1,70代まで生きてたらコロナとかワクチンとか関係なくある程度は覚悟できてるのかな、と思った,0,Y T
1-2,@神風特攻 さんにあなたの仰る件は、厚生省の中に確か部署があったと思います。疫学的データを収集する部署が。,0,H M
1-3,@H M 同感です、テレビとかで専門家の話ですって有るけど意見がバラバラで言い方悪いが分かって無いのでは無いか思うレベルですね、確かに未知の病かも知れないがこれだけ感染者数が有れば統計ちゃんと取って居れば傾向は分かっているはずですね、統計を取る役目は医者が取るのか国が取るのか分かりませんが機能して無いですね、せめて感染者数に何十代何人と持病有り無し位は発表して欲しいですね、後感染ルートの統計を分かっているものだけでも例えば駅感染何人バス感染何人スーパーなどの店舗感染何人路上感染何人職場感染何人家庭感染何人など分かる事は全部公開して欲しいですね、コロナ専用チャンネルを作っても良いと思いますね,0,神風特攻
1-4,@H M 地方だから余裕って訳では無いですが、人口密度と人口と公共交通機関の利用率から割り出した、感染リスクの統計も公開するべきだと思いますね、地元ではバス、電車があまり発展していないので移動は自家用車がほとんどで学生や免許持って居ない人以外の人は居ませんので移動中の感染ほぼ0です、到着して施設に入ってもソーシャルが取れるレベルです、レジ待ちが一番密になる位です、職場と家庭以外の濃厚接触はほぼ無いレベルです、確率だと１万人に１人ですかね,0,神風特攻
1-5,@神風特攻 仰る通りだと思います。実際統計的にも都市部と事情が違いますもんね。,0,H M
1-6,@斎藤誠 さんへ申し訳ありません。不勉強で知りませんでした。調べてみます。,0,H M
1-7,@斎藤誠 御返信有り難うございます。そうですね、裁判という事については、アメリカが最後の希望（日本人にとって）ですから、せめてアメリカでは訴訟が成立して欲しいですね。でも日本では無理でしょう。最高裁判決が違法とした選挙制度（一票の格差）を平気で無視して、それを行った政党が堂々と政権与党を張れる国民性ですから。なんにしても、国民に責任があるんですよ。私がここで色々声を上げているのも自分はそうじゃないと言いたいから。,0,H M
1-8,@紅豚 いや、俳優ではないですが、二つの可能性があります。彼の上司が尊敬する人で、その人がワクチン推進派であるケース。もう一つは、国の工作員。後の可能性は低いです。何故なら、反論の仕方が余りにもお粗末。,0,H M
1-9,@神風特攻 そうですね。職域接種について、視聴者からの訴え（上司からのパワハラ）は複数ニュースで聞いていますが、それに対し国、厚生省が厳重な注意、勧告をするという発言をした、という報道は有りませんね。告発したいなら、良い所を紹介するとこの Shin  Shinさんは仰るが、そんな事をすれば職を賭ける事になるのに、出来る筈はありませんよね。仮に裁判まで行って勝訴した所で、訴えた人間を国民が非難しだす事は明々白々。,0,H M
1-10,@田中真司 さん、もうこの辺で。段々彼の論調が、否定の為の否定という形になってます。,1,H M
1-11,@Shin Shin 医学研究を為さっていると言われたので当然ご承知でしょうが、彼が言っているのは、日本の薬事審議会の審査を通っていないという意味だと解釈してあげる訳には行きませんか？例えば、米国で流通し、当然治験も済んでいる薬が日本で承認を受けないというのが普通の話としてあります。承認を受けてないから、保険適用を受けられないという事であって、費用を自分で負担すれば日本の病院でもその薬を使用した治療は受けられるでしょうが、その結果死亡に至ったとしたら、その治療を行った医師は責任を問われるかも知れませんよね。それを避ける為に大学の附属病院においては、何て言うんでしたっけ、その治療を行なう可否を大学側で会議して審査を通ったというお墨付きが必要なんですよね。また、国もそういう治療については、特定の医療機関を指定（かなりというか、全く当てにはなりませんが、東京女子医科大学の様な例があるので）してそこでの治療しか認めない訳でしょう。,1,H M
1-12,@金野亡者 そうですね。そしてコロナそのものが今そうである様に、この問題も年齢関係なく、となるかも知れませんね。,2,H M
1-13,@Shin Shin 「この方のカルテやきおう（既往症）などを見ないかぎり」→見てるかかりつけの医者が何と言ってる？仮にあなたが医者であるとしても、自らのこの言葉によって、自分の主張は論理性を欠くと証明してる様なもの。一度も患者を診た事もないあなたより、この動画の医者の言ってる事の方が真実を語っている訳だから。,4,H M
1-14,死亡者15000人越え,0,剛速球
1-15,@魂の 薔薇色 一症例の報告でも構いませんが、意見を述べるのであればそちらの情報源を添付のもと返信をお願い致します。,0,Shin Shin
1-16,@Shin Shin とある糖尿病患者がわくわくちん接種したら壊死の懸念がされはじめたな。,0,魂の 薔薇色
1-17,@生息地 不明 君の理屈でいうなら、私の意見も素直に受け止めたらいいんじゃない？「文章の書き方が悪かった。議論する体をなしていなかった」と認めればいいでしょ。人に素直になれと言うのであれば、自分の非も素直に認めるべき。価値観の押し付けに関しては、君の言いたいことなんて分かってたよ。だけど議論する場合は、万が一でも誤解があってはいけない。こちらが正しいことを言っても、後で「そんなつもりで言ったわけじゃない」と逃げられる場合が多々あるからね。だからこちらが分かっていることでも念の為、聞くようにしている。しかし本来はそんなことまで相手に気を遣わせるのは失礼にあたる。だからこそ人に聞かれる前に、自ら具体例を挙げたり、どういう意図かを説明するんだよ。そういった事前の気遣いが議論をするうえで最低限の礼儀じゃない？君はそれを無視して、一言だけつぶやいた。だから幼稚だと言われるの。私が君の意見を受け止めようと思わなかったのは、言ってる内容うんぬんよりも、その姿勢にある。過去に反論してきた人は、少なからず自分の考えは詳しくはっきり述べていたからね。だから私も議論しようという気になった。　＞君と議論する気はないからどうでもいいんだけどさじゃあ最初から絡んでこないでちょうだい。こちらも君と議論する気ないんで。,1,田中真司
1-18,@田中真司 まぁ君と議論する気はないからどうでもいいんだけどさ、素直さを忘れると成長できないよ？w　そもそも状況証拠しかない段階で絶対とか断言しちゃうのもどうかと思うし、価値観の押し付けはいけないって言ってる事自体が君の価値観の押し付けとも取れるから君の発言は矛盾してるよって言いたかったんだけど気付けなかったか...　物的証拠のない段階でワクチンに対するマイナスイメージを植え付けるような行為は国益にならないからやめようね。,0,生息地 不明
1-19,いや、感情的に確りなってるじゃん。奥さんに対してあれもこれもと言って、他人のせいにしてね。違うだろうって話よ…？ご主人、自分がベストな事をしたかどうかよ…,0,川田直美
1-20,@田中真司 言ってること矛盾してますよ。,0,生息地 不明
1-21,@劇場公開おめでとう!! 立場上ワクチンを崇拝とは言いませんが、肯定的なことは認めます。みなさんが副反応などの有害事象に不安になることも理解しています。それ故に誤った情報、誤解を招くような情報は訂正をお願いしたいと考えています。,1,Shin Shin
1-22,@劇場公開おめでとう!! 「どう考えても」に異議を唱えているだけで別に崇拝している訳では無いのでは,1,富山湾
1-23,@Shin Shin どんなに思うところがあってもそういう表現や言い方はどうかと思いますよ。人格攻撃していますが、そうすることであなたの人格が見えてしまいます。,10,クエドラ
1-24,うちも、旦那が、糖尿病があるから心配だわ。,3,まま れい
1-25,@G H そもそもワクチン考えたことないです、,1,スーパーマン
1-26,@田中真司 この場合「何に対して」を明確にするのは主語の役割ではないと思いますが？主語が何かも知らない方なのですね。日本語が母国語じゃないのかな？,1,G H
1-27,@what's up world? こっそりもくそもみんな知っとるやんけ,1,G H
2,奥さん亡くなってるのにしっかり取材に答えられてる主人さんが本当にすごい,891,Hだね,1
2-1,←はいどうぞ。,1,ちゃこのぶ
3,この報道、重要なことを伝えている。胸が痛いとの前兆があることだ。血栓のできやすさと関連があると思う。接種後、胸痛、頭痛などを感じた場合は家族は目を離さないようにとアナウンスするだけで救える命があると思う。,1454,r7221jj,30
3-1,知り合いに86歳男性👨‍🍼認知症で自分からは食事を取れない人がいて特養ホームで過ごしていましたが2月に右足鼠蹊部の大きい血管が詰まり数週間後に死亡しました。コロナが始まる前に軽い脳梗塞を2回程起こしてはいますがワ○チンを打ち出して大きな血管が詰まったのでは無いか？と私は思いました！怖い〜,0,留美 今石
3-2,副反応でDICを誘発することは明らかにされてますね。,1,yukky
3-3,そう！血栓ですよ！,1,はっしーヨッシー
3-4,救急車呼んでもどこも受け入れてくれなくて最悪の事態になることも考えられますよね、、、怖いです,2,Yasu SSS
3-5,@パロパロ さんへそれはどんな害なんですか？また、不活性化とは？わかりやすく解説して貰えると有難いが。面倒でファイザーの出してる報告書類は全く目を通してないもので。,1,H M
3-6,@95 ファイザーとモデルナは、害のある部分を不活性化処理しています。正しい情報をコメントしよう。,1,パロパロ
3-7,高熱が出るくらいなんだから、残念ながら、一定数で死んでしまう人がいて当然だと思う。,7,こぶ
3-8,それで病院に連絡しても取り合えず様子見しろしか言わんやろうけど,8,たけ
3-9,@gle gooo さま異物混入で30代の人が２人亡くなってます。夜ご飯食べて朝いつもの時間に起きてこないので、お母さんが見に行ったら冷たくなっていたと。2人とも基礎疾患はなかったそうで、勧めた父親はとても悔やんでました。他のネットニュースで出ていて、親は調査要請しています。女性セブンがスペインに取材に行ったら追い返されたようです。アメリカ向けとそれ以外の国向けに二種類作り、金属が混入していたのは日本だけです。,19,市川恵子
3-10,@gle gooo 打つか打たないかはアンタの自由だが筋肉注射だから劇薬じゃ無い限り異物混入で死ぬことは無いぞ。血管注射だったら死ぬけど。間違った知識を広げないでくれ。,3,うゅてゃ୨୧
3-11,胸が痛いって言って胸骨が痛い人が9割だからなあ。天気が悪いだけで心臓が痛くなったように感じる。本当の心臓の痛みと胸骨の裏が痛いの両方分かる人なんてそうそういない、胸の付近が痛いなら誰だって心臓が痛いと思う。大袈裟と思わず病院に行って全く問題ないって言われに行けば良い。,2,warspite2288
3-12,息切れや胸痛は心筋炎の兆候。,4,SAN GORIKERU
3-13,@graviton 21 そうなんですね。勉強になります。有り難うございます。,2,H M
3-14,@graviton 21 心タンポナーデは心臓と心膜の間に出血して、心肺機能に支障を来すという症状では無かったですか。血栓が原因で起きる病態ではないでしょう。,3,H M
3-15,結果が出てからしか分からない事だろうが、頭痛の原因が血栓ならば、「目を離さない」程度では何の解決にもならない。分、秒を争う治療が必要。胸の痛みもそう、冠状動脈に血栓が生じたとなれば、それ自体が致死的要因となる可能性は十分にある。,9,H M
3-16,@みみ 誰もディスっちゃいないけど、言葉は慎重に使うべきだと思うな。ありがとうね😊,7,幸せお幸
3-17,@幸せお幸 確かに「偽コロナ」という表現は割と不適切ですね、ちょっと95さんをディスるような形になっちゃいますけど,8,みみ
3-18,@みみ にしても、それさえわからない人が多いのだから安易に変なことをコメントするのは間違いだと思うよ？もっと周りの人の事も考えなきゃ！,5,幸せお幸
3-19,何もない人は何も無い。,9,幸せお幸
3-20,2回目接種から33時間だったけど熱が下がらない！,24,みこと
3-21,@改札お化けスパイ 生きてるか？,22,あげぱん
3-22,摂取前から胸いてえ。笑でも気をつけよ,28,改札お化けスパイ
4,こんな状況でワクチンパスポートとか、ワクチン打ちたくない人の肩身が狭くなるような事をしないで欲しいです。,567,塩バターフランス,27
4-1,@くりーむそーだ 当たり前だろ,0,デデンネ
4-2,@ダダダ 考えすぎです。あなたは社会のために自分を犠牲にするんですか？,0,あつ
4-3,@にしと まあ、このように「ワクチンを打たないといけないんだ」と捉える人がたくさん居るだろうからね,0,H.K-223(No war)
4-4,@めーぷる経過観察をするのは一般的ですし、今後の薬学と医療の発展の為にも、新薬であれば特に重要な行為になります。なんかあえて難しく、腫れ物のように文章を捉えていませんか？,0,venoa euphonion
4-5,そもそもワクチン接種率20代以下を除けばかなり高い割合ですからね拒否しても売り上げには何ら問題ない,0,和奏
4-6,@山田翔 さんその通りですね、勉強になりました,0,DLE EOT
4-7,@くりーむそーだ さんそもそも言ってる対象のお店が違いましたね、失礼しました,0,DLE EOT
4-8,@DLE EOT 何で居酒屋なの？居酒屋じゃ無くてもドレスコードがあるお店も沢山有ります。お店の決まりなのだから決定権はお店側です。外野がいくら喚いても…,6,くりーむそーだ
4-9,@くりーむそーだ さん一般的な居酒屋で一見さんお断りって聞いたことないですもちろんお店の判断ですけど、経済を回すとか売上の回復が目的ならパスポート保持者に限らずみんな受け入れるほうが目的に合ってると思います。ワクチン接種すると感染しない、させない訳ではありませんから感染予防対策に変わりはないと思います。,5,DLE EOT
4-10,@DLE EOT お店の判断でしょ。第三者が外野から言う問題ではないです。一見さんお断りと同じです。,9,くりーむそーだ
4-11,@和奏 さん分断ではなく、落とし所の共有が必要だと思うんですがお店がパスポートを持っていない人を拒否するメリットって何でしょうね？多くのお客さんを入れたほうがお店にとっていいと思うんです。お店が拒否するというより、政府が規制するという表現のほうが正しいと、私は感じます。,16,DLE EOT
4-12,ワクチン打つ自由と打たない自由がある。ワクチン打たない消費者を拒否する自由もまたサービス業にはある。ただそれだけの話です。,19,和奏
4-13,厚生労働省のサイトを見ても、感染予防効果があるとは書いてませんけどね,31,DLE EOT
4-14,@DLE EOT 陽性率で見ると打った人の方が圧倒的にかかる確率が低いんだよなぁ・・・,10,にしと
4-15,@めーぷる 普通に治験とかで安全性は確認されてるよ？,11,にしと
5,うちのおじいちゃんもワクチン接種後に亡くなりました。検死でメスを入れるのが嫌だったので検死はしませんでしたが、こういう時は心臓死となるので実際ワクチン接種で亡くなっている方はもっと多いと思います。,203,ドリアンおじさん,2
5-1,@たぬきぽんた ちなみに、このことをYouTubeにupするとアカウントが消されます。だからテレビでもニュースにしないんですよ。政府批判ということになるからね。,16,H.K-223(No war)
6,感染が怖くてワクチン接種して亡くなった人にも、ワクチンが怖くて接種しないでコロナで亡くなった人にも、どっちにも自己責任と言わないでほしい。,324,mugi yuzu,12
6-1,@mugi yuzu あと「自己責任」って「誹謗中傷」なのでしょうか？,0,性剣さん
6-2,@Lavito.881 そういう意味であって欲しかったけどこのコメ主は礼儀としてではなくただの感情論だったみたい。,0,makotaka 0717
6-3,@mugi yuzu あくまで選択に関して他に責任を問うことはできないよてゆーてるだけ。亡くなった個人に対して自己責任と言うのとは違うことが分からんならしゃーないわ。,1,Upper 47
6-4,@mugi yuzu  >ワクチンの副作用死や、コロナ感染死をわざわざ選択してる人はいないと思いますけど？そうなる可能性を含んだものを選んでいるのですから結果がどうあれ選択に関しては自己責任でしょ。接種したしなかったに関わらずその結果起こりうる可能性について説明されているのですからそれを受け入れた上で選択している以上、選択に関して他の誰に責任を問えと？,0,Upper 47
6-5,心で「自己責任だな。」って思っててもそう言うんじゃ無くて「お悔やみ申し上げます。」って言おうぜって事か。,3,Lavito.881
6-6,選択できる日本に生まれて良かったと思ってる,6,ちゃんきなこ
6-7,@高橋伸一 そりゃ言ったら自己責任なんだろうけど、亡くなった人にかける言葉としては「自己責任だわ」じゃなく「お悔み申し上げます」的な事を言うのが適当なんじゃないか、と言いたいんじゃない？,29,長谷川純
6-8,自己責任と責めるのは良くないと思うけれど、自由に選択する権利が日本にある以上、自分以外の誰かに責任を問うこともまた違うと思います。,27,Upper 47
6-9,いやいや、結局その判断をするのは自身でしょ？その根拠は？,5,高橋伸一
7,自分の親もついこの間、心筋梗塞で急に亡くなってしまいました…59歳でした。コロナのせいで2年間地元に帰っておらず、2年越しで再開したのは病院の霊安室でした。ワクチン関係あるのかなって疑ってしまいます…僕はワクチンは打つつもりはありません。心臓などに持病がある人はやめた方がいいかもしれません…お父さんに会いたいです…,56,かっちんzx-10rライダー,3
7-1,@kk piyohiko 信じるか信じないかは自分次第なんで。,2,イベルメクチン
7-2,@イベルメクチン 世界中で何十億回と打っていて毒って正気で言ってます？,1,kk piyohiko
