1,SIRVAについて調べていてこちら動画を拝見させて頂きました。２回目のワクチン接種から間もなく4週間になります。接種後３日目から肩から腕にかけ激痛で眠れず、動かすことも出来なくなりました。病院に行ったら接種場所が上過ぎのようなことを言われましたがSIRVAと断定出来ないと言われました。痛み止めを飲んで様子を見て、少し痛みが弱くなって来ましたが、少ししか動かせない状態です。家事も出来ません。完治するのでしょうか？,2,もーたん,2
1-1,家事もできないのは辛いですね。多くの方から相談が来ます。私に相談された方は３−6ヶ月くらいまでには和らいできているようですがMRI検査やSIRVAについて知っているような整形外科や総合診療科の先生のいる病院をお勧め致します。,0,総合診療チャンネル 地域にいても最先端!!
1-2,４週間経っても続いているんですね、辛いですね。炎症止め（痛み止め）を使用して経過を見れば良くなることが多いと思いますが、あまり症状が辛く持続する場合には整形外科でMRI検査をお勧めします。,0,Dr Jun
2,嶋本ドクター、いつも配信ありがとうございます。私は看護師をしていますが、恥ずかしながらSIRVAの事を知りませんでした。今、猛勉強しています。たぶん、日本の看護師はほとんど知らないのではと思います。正しい手技を知る機会を頂けました。明日から、変われます。,2,taro name,5
2-1,@taro name ありがとうございます。先輩ドクターからされた嫌なことはしないというモットーで頑張ってます！,0,総合診療チャンネル 地域にいても最先端!!
2-2,お忙しい中、いつも丁寧な説明を本当にありがとうございます。日々の手技に役立てたいです。余談ですが、嶋本ドクターのナースやコメディカルに対する対応が素敵だなあと、脳出血の動画を見て思いました。救急の場面で声を荒げたり、キツく指示するドクターって多いんです。嶋本ドクターは、冷静かつ的確かつ丁寧に指示されていて、ナースは働きやすいのではと思いました。うらやましいです（笑）,1,taro name
2-3,コメントありがとうございます。宇治徳洲会病院などが穿刺部位をエコーでチェックしたりしていると拝聴しております。また教えていただいた仲西先生のビデオも拝見致しました。腰に手を当て肩峰から２〜３横指下、約5cm下、逆血の確認は不要です。海外文献通りシャツがしっかりと上がっていない場合には、脱いでもらうかしっかりとあげて接種しましょう。接種部位が高いことが現時点（2020年1月26日）で原因となりやすいと報告されてます。プライマリケア学会も針の長さのアナウンスをしておりますが、さらに詳しく述べると CDCとAdvisory Committee on Immunization Practices (ACIP)の針の長さに関する最善の手技に関する情報を掲載によると60kg未満の男女は25mm、60-70kgの男女は25mm、70-118kgの男性もしくは70-90kgの女性は25-38mm、118kgより重い男性、90kgより重い女性は38mm、筋肉注射ようの針に関しては22-25ゲージを推奨してます。プライマリケア学会のリンクはhttps://www.pc-covid19.jp/です！,1,総合診療チャンネル 地域にいても最先端!!
2-4,肩峰から２〜３横指下、つまんで、腰に手を当てて刺す。日本では、こうやって筋肉注射を行ってます。最近、奈良県立歯科大学の仲西ドクターが、SIRVAを考慮した注射部位を発表されています。それによると、３横指よりも下の位置になっています。嶋本ドクターは、アメリカのドクターやナースが筋肉注射をする場面をご覧になって、何か相違点を感じることがありましたか。,0,taro name
2-5,ありがとうございます。私も学生時代を含め学んでおりませんでした。今回日本の会社もアナウンスしておりません。言語の壁も関係していると思いますが情報がないと怖いですよね！一緒に頑張っていきましょう！,2,総合診療チャンネル 地域にいても最先端!!
3,看護師でコロナワクチン接種されましたが肩峰一横指程度で接種され4日後の現在も肩が挙がらず疼痛が継続しています。調べこの動画に辿り着きました。Sirvaであった場合予後はどうでしょうか,2,石井貴史,4
3-1,とても参考になります。接種後10日経ち、痛みは軽減してきましたがロキソニンが切れたり朝は痛みが強く出ます。可動域も180度上がりますが痛みはあります。お忙しい中お調べ頂き感謝致します。,0,石井貴史
3-2,@石井貴史 MR Iで最も一般的な所見は、肩峰下滑液包の炎症性変化および上腕骨頭の限局性骨髄浮腫に関連する可能性のある深部筋肉または腱構造の体液信号です。ケースレポートでは8ヶ月でも上腕二頭筋腱の長頭の持続性の軽度の腱鞘炎、大きな肩関節滲出液の間隔の蓄積、および下に反応性骨髄浮腫を伴う棘下筋腱炎を示した症例もあるようです。海外では筋肉注射が主体であり日本は今後報告が増えると思います。,0,総合診療チャンネル 地域にいても最先端!!
3-3,返信感謝致します。同じ病棟内でも同じ様な位置に接種後2週間経過しても疼痛継続している職員もいます。適切な位置で筋注されている職員も8割程度筋肉痛が見られますが2日以内には消失しています。私も6日経過した今も疼痛継続している為2週間以上継続する様なら受診しMRI依頼するつもりです。慢性化し症状が後遺症として残ってしまう症例もあるのでしょうか。,0,石井貴史
3-4,それはツライですね。同じような方からコメント頂きました。調べてみましたがアメリカのインフルエンザワクチンの際の２０１０−2017年のデータによると接種2日以内に始まり７日間以上の持続。症例報告では３週間経っても改善を認めないこともあるようです。ロキソニンなどのN SAID`sなどを許容範囲で内服しても改善がなければ整形外科受診し相談して必要ならMRIもご検討ください。Youtubeなどで勉強される整形外科の先生がいることを願います。https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6707642/,1,総合診療チャンネル 地域にいても最先端!!
4,接種時に激痛でした。接種後7か月経っても痛みが引きません。可動域は狭まるばかりです。左腕を真上にあげたり背中側に回そうとすると激痛が走ります。主治医に紹介されたコロナワクチン後遺症外来は予約でいっぱいで受診できるようになるのはまだまだ先です。辛いです・・・・。これからどうやって過ごしていけばよいのでしょうか・・・。,1,和則,1
4-1,お辛いですね。最初は痛みでしたか、痺れでしたか?整形外科でMRIがある病院を勧めます。,0,地域を満喫!!
5,動画 拝見いたしました🙇配信ありがとうございます。質問させて頂きたいのですがSIRVAの検査方法や治療方法は明確なものはあるのでしょうか😔お忙しいなか恐縮です‥よろしくお願いします。,2,yuri,6
5-1,@総合診療チャンネル 地域にいても最先端!! ありがとうございます！！心強いです｡:ﾟ(;´∩`;)ﾟ:｡,0,yuri
5-2,@yuri 大変ですね。。何か手伝えることがあればお知らせ下さい。,1,総合診療チャンネル 地域にいても最先端!!
5-3,@地域を満喫!! ありがとうございます！レントゲンは撮ったのですが、MRIは撮らないみたいで…個人的にはMRI画像見てみたいです‥!!^^;今回、肩峰一横指以内のところに穿刺で、かなり鈍い痛みでした(穿刺するところを見てなかったので、穿刺の後気づきました^^;)海外では訴訟で弁護士ホームページの方が目立つという情報びっくりしました。。確かにそうですよね。。。リハビリ頑張ります>_<ありがとうございます!,0,yuri
5-4,@yuri えー、心配になります。炎症がじきに落ち着くことを願いますがずっと持続するならばMRI検査も整形外科の先生と一緒に検討してもらうのもいいかと思います。,0,地域を満喫!!
5-5,@総合診療チャンネル 地域にいても最先端!! お忙しい中、ありがとうございますm(_ _)m実は、私がコロナワクチンによりSIRVAになってしまい、2週間経つ今でも左肩が激痛で、今ステロイドとロキソプロフェンを服用して対応しています。SIRVAについての記事が少なく、先生のyoutubeや返信大変参考になりました!ありがとうございました!,0,yuri
5-6,ご質問ありがとうございます。SIRVAですがアメリカなどでは医学よりも訴訟で弁護士ホームページの方が目立ちます。一般の方向けの情報を前半、後半に論文の内容をお伝えしますね！（診断）あなたの医者は身体検査を行い、あなたの肩の怪我や炎症を探すために検査を命じることがあります。正しい診断を受けるための鍵となる可能性があるため、予防接種の直後に症状が始まったことを医師に伝えることが重要です。（治療）SIRVAの治療法は、他の肩の怪我の治療法と同様です。あなたの医者は次の治療法の1つ以上を勧めるかもしれません：SIRVAの損傷には炎症が伴い、肩の筋肉、靭帯、腱を単に休ませることで回復につながる可能性があります。理学療法：理学療法は、可動域と筋力を改善し、治癒プロセスをスピードアップするのに役立ちます。鎮痛薬：これには、イブプロフェンまたはアセトアミノフェンが含まれます。あなたの医者はまた処方薬を提案するかもしれません。ステロイド注射または経口ステロイド：他の治療法が役に立たなかった場合、医師は炎症を抑えるためにステロイド薬を処方することがあります。あなたの医者はこの薬を処方する前にあなたの状態を注意深く評価します。手術：SIRVAが手術で助けられる状態を引き起こした場合、医師は最終的な選択肢として特定の手順を勧めることがあります。論文よりhttps://www.ncbi.nlm.nih.gov/pmc/articles/PMC6347325/患者さんは、滑液包炎、腱板断裂、癒着性関節包炎などの炎症性損傷と診断されることがよくあります。身体検査中および超音波スキャンでは、SIRVAは通常の肩の損傷と何ら変わらないように見えます。唯一の違いは、肩の症状がワクチン接種から数日以内に始まることです。したがって、ワクチン投与に関連する肩の損傷は、癒着性関節包炎または滑液包炎などの肩の損傷をもたらすワクチン接種の不適切な目印を説明する用語です。 SIRVAの治療は、日常的な炎症性損傷の治療と同じです。プライマリケア提供者は、適切な注射技術と、SIRVAの患者を認識、診断、および治療を提供することにより、怪我を防ぐのに適した立場にあります。,3,総合診療チャンネル 地域にいても最先端!!
6,SIRVAを調べていてたどり着きました。大変よくわかりました。予後はどうなのでしょうか。NSAIDS程度で自然治癒する可能性もあるのでしょうか。,0,AOKI Channel,3
6-1,@AOKI Channel いえいえ私は微力ですが田舎で地域医療しながら経験を生かしてシェアくらいしかできません。お互い高めあっていきましょうm(__)m,1,総合診療チャンネル 地域にいても最先端!!
6-2,@地域を満喫!! お返事ありがとうございます。私も医師ですが、恥ずかしながらSIRVAについての知識がありませんでした。コメディカルに教えることが多いので、ご提示頂いた論文も読ませて頂きます。ありがとうございました。,1,AOKI Channel
7,SIRVA について調べていてたどり着きました。丁寧な説明本当にありがとうございます。2回目のファイザーワクチン接種後1か月後から肩が痛くなり可動範囲も制限されて後ろに手を動かすことができなくなり日常生活が制限されて大変です。さらに10日前から後頭部に疼痛が出て頭を動かすことができなくなり寝るときにも苦痛です。あまりにもひどいので神経内科でMRIをとってもらい脳に異常がないことは確認しましたので、SIRVA だと思います。これからどうしたらいいのか本当に辛いです。。でも、この動画を見て励まされました。,2,m n,1
7-1,お辛いですね。脳のMRIまで撮影されたんですね！肩の症状が飲み薬でも改善なければ、整形外科に受診することもお勧めします。,0,地域を満喫!!
8,動画拝見させて頂きました。最初の病院はレントゲンだけで筋肉の炎症と診断され…先週病院を変えて診断しMRIも撮りました。まずは投薬治療しましたが1週間経っても痛み痺れ左の手だけの浮腫が治らず。今日また朝から病院に行きステロイド注射治療しましたが夜になっても痛みは酷くなり痛くて仕方ありません。病院の先生から、口では言ってもらえませんでしたが走り書きでSIRVAとのメモだけ渡されて調べてみてと。調べたのですが、なかなかSIRVAの真実について出て来ず、こちらの動画に辿り着きました。家事も仕事にも行けない状態で非常に困ってます。何処に助け舟を出したらいいのか…ステロイド注射で時間が立っても治るのか仕事に復帰できるのか心配で病んでます。病院ではSIRVAと口に出して言っては行けないのでしょうか？生活にも支障がでています。藁にもすがる思いでコメントしてみました。,2,ayaya 1006,6
8-1,@もーたん 初めまして。私もステロイド注射から来週からリハビリ治療になります。何処まで治るのか不安です。皆さん不安な毎日を過ごしてますね。今は病院では安静にと言われてます。早く医学がSIRVAを認めてくれて治療できるようになってほしいですね。,0,ayaya 1006
8-2,初めまして。私もワクチン接種から3ヶ月になりますが、痛みが続いていて腕を動かせないでいます。病院ではSIRVAなのか断定出来ないと言われました。接種後2日目から激痛で眠れなくて参ってしまいました。現在も整形外科で治療中です。まだまだ日本ではSIRVAの治療方法は進んでいないようです。,0,もーたん
8-3,@総合診療チャンネル 地域にいても最先端!!                                                                                       そうなんですね。やはり長い目で見るしかないのですね。まさかワクチン接種で、生活にまで脅かす自体になるとは思わなかったです。3回目も打つのが怖いですね。仕事を諦めて治療に専念します。ありがとうございました。,0,ayaya 1006
